ID_rapport;Date_donnees;ID_secteur
445;2017-01-20;5
446;2019-05-20;5
447;2018-09-04;3
448;2019-12-26;4
449;2015-01-09;2
450;2020-08-15;5
451;2020-01-01;4
452;2015-04-02;3
453;2017-01-08;2
454;2016-03-19;2
455;2017-10-15;1
456;2019-07-05;2
457;2019-05-13;2
458;2016-08-20;2
459;2020-12-17;1
460;2019-08-20;3
461;2020-09-20;1
462;2018-04-23;5
463;2017-03-06;2
464;2020-08-05;2
465;2018-03-21;5
466;2016-04-13;5
467;2016-03-12;1
468;2016-09-27;2
469;2015-05-27;4
470;2016-05-20;5
471;2017-09-18;5
472;2016-07-04;4
473;2016-06-01;4
474;2016-11-01;2
475;2020-03-07;5
476;2017-07-22;4
477;2020-05-08;2
478;2017-11-16;2
479;2017-10-21;4
480;2017-08-26;4
481;2015-08-07;1
482;2019-05-20;2
483;2019-03-08;1
484;2017-01-14;2
485;2019-02-03;1
486;2015-06-12;2
487;2018-01-23;3
488;2018-11-10;4
489;2019-12-04;5
490;2016-02-09;4
491;2017-06-03;3
492;2019-12-12;5
493;2016-09-22;3
494;2019-02-17;2
495;2018-09-04;4
496;2018-07-17;2
497;2016-06-02;4
498;2015-03-06;2
499;2015-08-14;5
500;2017-10-14;4
501;2016-12-17;5
502;2017-07-22;3
503;2015-03-19;4
504;2016-05-15;2
505;2016-05-17;5
506;2016-09-16;3
507;2017-09-03;1
508;2015-03-26;2
509;2017-06-07;2
510;2017-08-23;3
511;2016-02-04;3
512;2020-06-18;5
513;2017-12-25;1
514;2018-12-09;2
515;2015-12-05;4
516;2019-07-27;4
517;2017-09-22;2
518;2015-04-18;4
519;2019-04-11;2
520;2018-01-08;2
521;2020-02-02;5
522;2020-02-20;5
523;2017-05-26;3
524;2016-08-07;1
525;2020-11-18;3
526;2017-11-04;4
527;2018-02-07;3
528;2020-11-26;3
529;2018-04-16;5
530;2017-08-13;1
531;2018-03-07;3
532;2015-04-03;1
533;2018-08-03;2
534;2019-05-21;3
535;2016-10-21;2
536;2019-10-10;3
537;2020-01-04;2
538;2019-11-25;2
539;2020-06-18;1
540;2015-05-16;5
541;2020-07-14;4
542;2018-03-26;1
543;2020-04-26;3
544;2017-07-24;1
545;2016-10-01;5
546;2015-06-21;2
547;2017-04-17;5
548;2019-03-24;5
549;2015-01-03;1
550;2017-04-04;4
551;2020-12-25;2
552;2017-11-06;5
553;2016-03-04;5
554;2018-09-01;5
555;2017-10-25;2
556;2018-03-21;3
557;2020-10-06;4
558;2016-11-23;1
559;2020-01-01;3
560;2018-07-19;1
561;2015-12-25;2
562;2015-08-08;4
563;2019-11-19;3
564;2015-10-19;4
565;2015-01-19;4
566;2018-07-03;3
567;2019-03-12;2
568;2016-08-03;5
569;2018-09-08;4
570;2016-04-26;4
571;2017-05-02;3
572;2020-12-27;4
573;2019-06-07;4
574;2019-07-05;1
575;2016-12-23;3
576;2016-12-23;1
577;2019-09-18;5
578;2015-11-15;2
579;2017-11-21;4
580;2020-09-15;5
581;2019-02-20;3
582;2017-03-15;2
583;2019-09-09;1
584;2017-02-05;4
585;2017-09-19;3
586;2019-11-19;1
587;2019-10-23;5
588;2017-12-01;2
589;2015-07-26;4
590;2019-08-27;2
591;2016-12-08;2
592;2018-11-25;5
593;2020-04-27;1
594;2016-10-07;5
595;2020-07-09;1
596;2020-04-18;1
597;2017-12-14;5
598;2020-04-07;5
599;2019-04-02;1
600;2020-03-23;1
601;2016-12-26;1
602;2019-09-25;4
603;2017-01-21;2
604;2015-02-01;1
605;2019-07-18;3
606;2019-11-16;1
607;2018-03-24;1
608;2018-09-15;3
609;2019-11-18;4
610;2020-12-07;5
611;2016-11-04;4
612;2016-03-13;2
613;2018-03-23;5
614;2015-12-26;4
615;2019-11-24;2
616;2015-02-11;3
617;2017-09-04;2
618;2019-05-09;5
619;2020-02-05;2
620;2020-11-12;1
621;2017-09-10;2
622;2018-01-19;2
623;2016-03-21;2
624;2017-07-27;3
625;2020-03-20;4
626;2015-08-21;5
627;2015-09-27;1
628;2018-08-23;3
629;2017-03-26;2
630;2016-07-08;5
631;2015-04-21;3
632;2015-09-06;4
633;2016-03-11;5
634;2020-05-23;5
635;2015-05-15;4
636;2019-06-22;4
637;2018-01-26;3
638;2015-03-27;4
639;2016-03-04;5
640;2018-12-02;4
641;2017-02-24;3
642;2018-03-26;1
643;2016-12-26;5
644;2015-06-23;4
645;2015-03-25;4
646;2016-04-06;5
647;2020-08-07;5
648;2018-02-10;5
649;2016-07-10;4
650;2016-07-26;3
651;2016-10-09;5
652;2019-02-09;4
653;2017-11-07;4
654;2019-02-24;5
655;2015-06-21;5
656;2020-05-03;5
657;2020-01-18;5
658;2019-04-03;1
659;2019-01-24;2
660;2015-08-14;3
661;2017-07-01;1
662;2019-03-13;5
663;2017-11-20;5
664;2020-08-10;4
665;2018-03-27;2
666;2017-07-14;4
667;2018-02-13;1
668;2017-03-18;5
669;2018-12-09;4
670;2018-06-09;5
671;2019-09-12;5
672;2019-01-23;5
673;2017-12-05;1
674;2017-02-16;5
675;2018-05-27;4
676;2017-07-26;4
677;2015-03-22;5
678;2020-02-08;5
679;2016-07-24;3
680;2020-09-03;4
681;2018-03-08;3
682;2018-09-15;1
683;2018-11-09;4
684;2015-03-02;1
685;2015-03-17;1
686;2015-01-23;2
687;2017-02-12;5
688;2015-11-06;1
689;2019-01-21;5
690;2015-02-27;3
691;2020-09-14;2
692;2017-05-20;1
693;2019-03-12;4
694;2019-04-17;3
695;2020-02-09;4
696;2020-03-18;3
697;2017-02-05;5
698;2019-11-27;4
699;2019-12-07;2
700;2019-05-10;1
701;2019-12-03;1
702;2016-08-02;3
703;2020-04-16;2
704;2016-07-08;4
705;2015-09-13;5
706;2017-09-18;1
707;2018-09-06;5
708;2019-02-16;1
709;2018-08-15;4
710;2015-01-12;3
711;2017-12-22;3
712;2016-01-14;1
713;2016-05-06;1
714;2016-06-06;3
715;2020-03-25;2
716;2017-01-11;5
717;2016-05-09;2
718;2018-03-24;1
719;2019-03-05;2
720;2018-07-24;5
721;2018-09-07;3
722;2019-08-15;3
723;2018-04-01;5
724;2015-02-16;2
725;2016-05-03;3
726;2020-03-27;5
727;2016-01-03;5
728;2019-06-25;1
729;2019-11-12;5
730;2015-07-14;2
731;2019-03-04;3
732;2015-06-25;4
733;2017-06-26;1
734;2020-10-14;2
735;2016-04-21;2
736;2016-05-11;3
737;2016-04-15;4
738;2015-08-25;2
739;2020-01-10;3
740;2016-09-06;3
741;2019-12-06;4
742;2015-12-03;1
743;2018-11-01;3
744;2018-10-17;2
745;2017-02-10;3
746;2017-07-05;1
747;2017-01-20;5
748;2017-06-26;5
749;2020-11-14;5
750;2018-07-15;4
751;2019-03-07;5
752;2020-10-08;4
753;2018-04-14;5
754;2020-05-27;5
755;2016-05-15;5
756;2017-06-24;3
757;2020-01-17;2
758;2019-09-16;2
759;2017-07-01;1
760;2015-05-17;3
761;2015-04-19;2
762;2020-07-21;5
763;2017-02-10;4
764;2016-06-24;1
765;2018-10-01;5
766;2018-12-10;1
767;2017-02-10;3
768;2019-06-04;1
769;2017-10-05;3
770;2019-02-03;2
771;2016-12-24;4
772;2018-10-16;1
773;2018-12-22;4
774;2018-04-12;3
775;2015-04-08;5
776;2017-05-26;2
777;2017-04-25;2
778;2019-03-07;5
779;2018-09-27;3
780;2016-12-12;1
781;2019-04-04;5
782;2018-06-24;5
783;2015-04-17;4
784;2016-10-12;3
785;2018-04-12;5
786;2016-01-24;1
787;2018-11-07;2
788;2016-05-15;3
789;2018-08-02;4
790;2015-12-20;3
791;2017-09-13;3
792;2020-12-09;4
793;2019-05-20;4
794;2018-11-20;1
795;2019-02-10;5
796;2015-05-04;1
797;2015-10-06;1
798;2016-02-04;5
799;2015-02-21;2
800;2020-11-11;5
801;2020-09-13;1
802;2019-12-22;4
803;2015-11-18;5
804;2015-04-26;4
805;2016-02-10;5
806;2015-01-23;5
807;2015-08-07;1
808;2018-05-23;2
809;2020-01-11;2
810;2015-07-12;2
811;2020-02-22;4
812;2016-04-26;3
813;2020-10-24;1
814;2019-09-11;3
815;2016-05-07;5
816;2017-01-24;3
817;2017-11-10;3
818;2015-05-17;2
819;2018-09-03;3
820;2017-08-04;2
821;2017-12-24;4
822;2018-02-24;1
823;2018-06-18;4
824;2020-07-05;5
825;2016-09-27;2
826;2018-03-02;5
827;2018-03-09;2
828;2019-10-26;2
829;2015-05-16;5
830;2015-03-24;5
831;2019-10-19;4
832;2019-12-20;5
833;2016-03-19;3
834;2018-03-03;4
835;2018-10-20;1
836;2018-09-03;3
837;2019-04-20;1
838;2016-03-25;4
839;2019-05-06;1
840;2019-01-26;5
841;2015-08-12;5
842;2015-05-23;2
843;2016-11-26;1
844;2015-08-17;4
845;2019-04-23;1
846;2019-08-25;5
847;2016-04-22;1
848;2017-03-16;3
849;2019-07-17;2
850;2018-11-17;1
851;2020-12-10;2
852;2016-12-22;1
853;2018-04-27;1
854;2015-07-03;3
855;2015-02-26;2
856;2018-03-13;2
857;2020-06-20;2
858;2016-12-14;1
859;2020-10-13;3
860;2020-06-17;3
861;2017-07-06;3
862;2020-01-23;5
863;2018-01-23;5
864;2020-12-01;4
865;2020-09-20;5
866;2017-12-06;5
867;2019-08-26;1
868;2018-12-08;3
869;2016-12-26;3
870;2017-03-21;1
871;2020-04-22;5
872;2017-04-25;5
873;2016-12-08;1
874;2019-08-06;5
875;2020-03-13;4
876;2017-02-22;3
877;2019-07-10;2
878;2015-10-08;3
879;2016-06-14;4
880;2015-02-16;2
881;2016-12-03;2
882;2018-08-10;5
883;2015-01-01;5
884;2017-08-22;2
885;2015-07-16;1
886;2015-05-27;2
887;2018-04-16;4
888;2017-02-26;2
889;2019-02-14;5
890;2017-11-23;4
891;2017-12-15;3
892;2020-11-03;3
893;2016-10-21;3
894;2019-08-27;2
895;2018-04-25;2
896;2016-03-12;4
897;2020-04-05;3
898;2016-04-12;5
899;2019-06-13;1
900;2020-02-25;3
901;2016-02-20;4
902;2018-01-22;5
903;2020-06-09;4
904;2017-04-27;3
905;2016-07-18;2
906;2016-06-19;5
907;2017-02-14;3
908;2020-03-17;1
909;2017-04-24;5
910;2018-04-25;2
911;2018-05-02;1
912;2016-12-01;1
913;2017-06-24;3
914;2018-01-25;2
915;2020-07-18;4
916;2015-05-08;1
917;2018-08-15;3
918;2015-05-05;5
919;2018-08-27;5
920;2016-12-08;4
921;2017-08-26;1
922;2019-05-03;4
923;2016-06-11;2
924;2020-08-03;5
925;2017-04-25;5
926;2017-05-16;5
927;2015-11-25;5
928;2020-05-03;2
929;2019-04-03;3
930;2019-06-27;2
931;2019-12-27;1
932;2019-06-10;1
933;2015-03-25;1
934;2019-02-11;5
935;2017-02-08;5
936;2016-04-22;4
937;2017-06-17;4
938;2017-12-04;2
939;2019-03-10;1
940;2020-01-18;3
941;2016-04-08;1
942;2015-03-23;4
943;2018-07-15;5
944;2020-02-23;3
945;2017-02-22;5
946;2015-06-08;4
947;2019-08-20;4
948;2017-05-02;2
949;2020-06-18;3
950;2016-05-03;1
951;2018-12-27;5
952;2015-01-21;5
953;2018-09-13;1
954;2020-09-07;2
955;2018-02-14;3
956;2016-12-10;3
957;2015-12-10;3
958;2018-12-10;1
959;2016-01-06;2
960;2020-04-09;4
961;2020-05-25;3
962;2017-06-12;2
963;2017-09-22;2
964;2020-08-16;5
965;2018-01-08;5
966;2018-08-16;1
967;2017-03-04;5
968;2019-12-22;1
969;2018-02-25;5
970;2019-05-27;1
971;2016-06-03;2
972;2017-03-08;1
973;2019-09-11;4
974;2015-04-04;3
975;2018-11-26;2
976;2020-07-18;5
977;2016-01-21;4
978;2015-05-08;5
979;2016-05-12;2
980;2017-12-16;3
981;2016-02-27;1
982;2016-07-18;4
983;2015-01-13;3
984;2019-01-05;2
985;2017-01-06;2
986;2017-04-24;1
987;2015-07-18;3
988;2016-10-02;4
989;2016-07-25;5
990;2018-10-12;1
991;2019-11-11;2
992;2018-05-12;3
993;2016-09-14;1
994;2017-12-21;5
995;2016-08-14;2
996;2015-04-05;4
997;2016-11-13;3
998;2019-08-19;2
999;2015-01-06;2
1000;2016-08-27;3
1001;2016-03-02;5
1002;2020-04-25;4
1003;2020-01-20;5
1004;2019-03-14;1
1005;2016-03-09;5
1006;2016-11-07;3
1007;2018-11-04;3
1008;2018-08-27;4
1009;2017-04-01;3
1010;2020-07-13;3
1011;2016-12-21;5
1012;2016-01-09;2
1013;2017-09-17;4
1014;2019-07-16;2
1015;2017-08-04;5
1016;2016-07-18;3
1017;2020-03-01;3
1018;2020-01-16;4
1019;2019-12-13;3
1020;2018-12-23;4
1021;2018-04-09;3
1022;2015-10-18;3
1023;2020-08-25;4
1024;2016-01-05;2
1025;2016-04-07;4
1026;2016-11-05;4
1027;2020-05-09;1
1028;2020-11-22;2
1029;2019-05-20;2
1030;2016-06-16;4
1031;2020-09-20;5
1032;2017-11-26;5
1033;2017-06-19;3
1034;2015-03-21;2
1035;2020-05-15;2
1036;2015-02-05;4
1037;2015-06-18;3
1038;2018-01-24;2
1039;2019-07-02;1
1040;2015-05-02;1
1041;2019-03-12;4
1042;2015-10-20;2
1043;2016-04-01;4
1044;2017-10-19;3
1045;2015-07-05;1
1046;2018-11-02;2
1047;2017-03-04;3
1048;2016-07-13;1
1049;2017-09-05;3
1050;2016-10-22;1
1051;2020-02-25;4
1052;2016-02-17;4
1053;2019-08-27;2
1054;2019-10-10;3
1055;2015-12-06;3
1056;2017-07-08;4
1057;2015-12-19;4
1058;2016-07-05;3
1059;2019-10-26;4
1060;2016-01-20;5
1061;2018-11-11;3
1062;2015-09-16;3
1063;2018-07-23;1
1064;2017-05-23;5
1065;2017-04-09;1
1066;2019-03-01;2
1067;2018-08-20;5
1068;2019-03-08;2
1069;2017-07-27;1
1070;2019-11-10;2
1071;2020-05-22;3
